message,label
how much willing to pay,ham
hi im having the most relaxing time ever we have to get up at 7am every day was the party good the other night get home tomorrow at 5ish,ham
on hen night going with swing,ham
yeah jays sort of fucking retard,ham
the guy kadeem hasnt been selling since the break know one other guy but hes paranoid as fuck and doesnt like selling without me there and cant be up there til late tonight,ham
good afternoon my love it was good to see your words on ym and get your tm very smart move my slave smiles drink my coffee and await you,ham
pls call me da what happen,ham
and picking them up from various points,ham
ya just telling abt tht incident,ham
win year supply of cds store of ur choice worth 500 enter our 100 weekly draw txt music to 87066 tscs wwwldewcomsubs161win150ppmx3,spam
you know wot people wear shirts jumpers hat belt is all we know we at cribbs,ham
thanx sending me home,ham
your account has been refilled successfully by inr ltdecimalgt your keralacircle prepaid account balance is rs ltdecimalgt your transaction id is kr ltgt,ham
which is why never wanted to tell you any of this which is why im so short with you and onedge as of late,ham
dont quite know what to do still cant get hold of anyone cud pick you up bout 730pm and we can see if theyre in the pub,ham
me dont know again oh,ham
shall call now dear having food,ham
wat tht incident,ham
did one slice and one breadstick lol,ham
taught that ranjith sir called me so only sms like that becaus hes verifying about project prabu told today so only pa dont mistake me,ham
know she called me,ham
uploaded mine to facebook,ham
no did you multimedia message them or email,ham
how come guoyang go tell her then told her,ham
it means could not keep ur words,ham
just normal only here,ham
okie thanx,ham
hi its kate it was lovely to see you tonight and ill phone you tomorrow got to sing and guy gave me his card xxx,ham
private your 2003 account statement for shows 800 unredeemed sim points call 08718738001 identifier code 49557 expires 261104,spam
man this bus is so so so slow think youre gon na get there before me,ham
hi princess thank you for the pics you are very pretty how are you,ham
what is this hex place you talk of explain,ham
hi this is yijue can meet at 11 tmr,ham
im ready ltgt,ham
oh is it which brand,ham
can dunno wat to get her,ham
err cud do im going to at 8pm havent got way to contact him until then,ham
what hello wats talks email address,ham
ok juz receive,ham
good morning pookie pie lol hope didnt wake up,ham
why you dint come with us,ham
yar lor keep raining non stop or wan go elsewhere,ham
ok thanx take care then,ham
ill be in sch fr 46 dun haf da book in sch its at home,ham
wait do you know if wesleys in town bet she does hella drugs,ham
alright were all set here text the man,ham
we tried to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or reply for delivery wed,spam
you have won guaranteed 1000 cash or 2000 prize to claim yr prize call our customer service representative on 08714712412 between 10am7pm cost 10p,spam
hmmm mayb can try shoppin area one but forgot name of hotel,ham
sms ac blind date 4u rodds1 is 21m from aberdeen united kingdom check him out httpimg sms acwicmb3cktz8r74 no blind dates send hide,spam
dear where you call me,ham
jane babes not goin wrk feel ill after lst nite foned in already cover me chuck,ham
thnx dude guys out 2nite,ham
wait minstand at bus stop,ham
actually deleted my old websitenow blogging at magicalsongsblogspotcom,ham
id say thats good sign but well you know my track record at reading women,ham
no gifts you trying to get me to throw myself off cliff or something,ham
watching cartoon listening music amp at eve had to go temple amp church what about,ham
dunno they close oredi not ma fan,ham
welcome to select an o2 service with added benefits you can now call our specially trained advisors free from your mobile by dialling 402,spam
honestly ive just made lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,ham
yo my trip got postponed you still stocked up,ham
juz now havent woke up so bit blur blur can dad went out liao cant cum now oso,ham
pls accept me for one day or am begging you change the number,ham
very strange and are watching the 2nd one now but im in bed sweet dreams miss,ham
urgent please call 09066612661 from your landline your complimentary lux costa del sol holiday or 1000 cash await collection ppm 150 sae tcs james 28 eh74rr,spam
dont know exactly could you ask chechi,ham
ur hmv quiz cashbalance is currently 500 to maximize ur cashin now send hmv1 to 86688 only 150pmsg,spam
dont run away frm walk slowly amp it kills me that dont care enough to stop me,ham
neither in sterm voice im studying all fine with me not sure the thing will be resolved tho anyway have fab hols,ham
hi peteynoim ok just wanted chat coz avent spoken long timehope ur doin alritehave good nit at js love ya amx,ham
we tried to contact you re your reply to our offer of video handset 750 anytime any networks mins unlimited text camcorder reply or call 08000930705 now,spam
played smash bros ltgt religiously,ham
get out of class in bsn in like ltgt minutes you know where advising is,ham
should tell my friend not to come round til like ltgt ish,ham
how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community 150psms,spam
what can do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip amp dont worry,ham
keng rocking in ashes,ham
holy living christ what is taking you so long,ham
are you in town this is important,ham
ill be late,ham
did you hear about the new divorce barbie it comes with all of kens stuff,spam
dled 3d its very imp,ham
he will you guys close,ham
cant wait to see you how were the photos were useful,ham
lor change suntec wat time coming,ham
will be september by then,ham
nightswe nt staying at port step liaotoo ex,ham
wat time finish,ham
think ive fixed it can you send test message,ham
thats fine ill bitch at you about it later then,ham
your bill at is 3365 so thats not bad,ham
ball is moving lotwill spin in last so very difficult to bat,ham
probably wont eat at all today think im gon na pop how was your weekend did miss me,ham
then she buying today no need to meh,ham
this is the 2nd time we have tried to contact have won the 400 prize claim is easy just call 087104711148 now only 10p per minute btnationalrate,spam
where we meeting,ham
whats up do you want me to come online,ham
and do you have any one that can teach me how to ship cars,ham
update_now xmas offer latest motorola sonyericsson nokia free bluetooth double mins 1000 txt on orange call mobileupd8 on 08000839402 or call2optoutf4q,spam
hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah,ham
printer is cool mean groovy wine is groovying,ham
the affidavit says ltgt twiggs st division courtroom ltgt lttimegt am ill double check and text you again tomorrow,ham
